clean_dates,description
2019-08-23,"   En Villahermosa, Tabasco, llevamos a cabo la reunión del Gabinete de Seguridad e informamos que de enero a julio del 2019 el estado registró una disminución en diez delitos y la entidad se ha colocado en el primer lugar en recuperación de combustible con tres millones y medio de litros de hidrocarburo que habían sido robados.  Tabasco se divide en tres coordinaciones regionales en las que se encuentran distribuidos mil 116 elementos de la Guardia Nacional. El despliegue total es de 13 mil 831 efectivos de las secretarías de la Defensa Nacional y de Marina, además de policías Federal, Estatal y Municipal.  Además del trabajo coordinado, reafirmamos que lo más importante es atender las causas que originan la violencia e inseguridad. Es importante que haya bienestar y se generen empleos, particularmente en el sur sureste del país donde afectó la caída de la actividad petrolera.  Estamos impulsando la producción de crudo con la construcción de la refinería de Dos Bocas Paraíso, Tabasco, que desde ahora significa trabajo para los mexicanos. Las oportunidades son la mejor manera de acabar con la incidencia delictiva.  La nueva refinería nos ayudará a terminar con la dependencia de gasolina. Tenemos la materia prima y el objetivo es procesarla para dejar de importarla. Consideramos que es fundamental ser autosuficientes en la producción. Es un asunto de seguridad y soberanía que podamos producir las gasolinas.  El impulso al sector energético reactiva la economía en Tabasco. Así serenaremos el estado.  La secretaria de Energía, Rocío Nahle, informó que la compañía holandesa ganadora de la licitación prepara 400 hectáreas del terreno. Las contrataciones de los diferentes equipos en los parques industriales de todo el mundo están al 68 por ciento. Este año ejercemos un presupuesto de 50 mil millones de pesos.   La construcción de la refinería no se ha atrasado ni un día. En respuesta a la convocatoria lanzada por la Secretaría, se recibieron más de 45 mil 979 currículum. La dependencia realizó una base de datos de aspirantes que entregará a las tres empresas encargadas de la obra para el proceso de selección y contratación.  La mayoría de los solicitantes son de Tabasco; también aplicaron a los diversos puestos de trabajo personas provenientes de la Ciudad de México y el norte del país.   Hacemos un llamado a los tabasqueños, campesinos e indígenas para que nos ayuden a rescatar la industria petrolera nacional y convertirla en palanca del desarrollo nacional.  La estrategia es que en tres años Pemex y la CFE se recuperen, por eso los dotamos de recursos derivados de los ahorros de la austeridad y al no permitir la corrupción para la perforación de pozos, refinación de crudo y elaboración de gasolinas. Incrementaremos la producción hasta en 2 millones 400 mil barriles diarios.   No hemos cumplido nueve meses en el gobierno y ya hemos avanzado con la refinería. Esto es un hecho inédito. En la segunda mitad del sexenio, si así lo decide la gente, utilizaremos los excedentes de Pemex para el bienestar del pueblo. Sembrar el petróleo es la estrategia.  Instruimos que no se afecte el ambiente y si hay algún daño, se garanticen los derechos de los afectados.  Reiteramos que nos importa más el desarrollo que el crecimiento porque implica la distribución de la riqueza.  Sobre los amparos interpuestos a las obras del nuevo Aeropuerto Internacional  en Santa Lucía, dejamos claro que un grupo de intereses creados no pueden interponerse al desarrollo del país, por lo que acudiremos a la facultad del Estado para poner a salvo el interés nacional.  Respetamos las recomendaciones de la Comisión Nacional de Derechos Humanos pero no las aceptaremos.    "
2019-08-22,"   Hoy informamos que va por buen camino la negociación con las empresas de los gasoductos. Esperamos que la próxima semana lleguemos a un acuerdo.  Sobre la presa El Zapotillo en Jalisco, detallamos que continúa el diálogo con las comunidades afectadas, a quienes no se les consultó cuando el proyecto comenzó durante el sexenio entre 2000-2006.  Recientemente se realizaron trabajos para reforzar la presa con el objetivo de evitar riesgos de inundación. Nos hemos escuchado y les hemos planteado buscar una alternativa racional.   Dejamos claro que no podemos destruir la obra porque significa una inversión que ya se hizo. Nos comprometimos a otorgar indemnizaciones justas.  Trabajamos de manera conjunta con los gobernadores de Guadalajara, Guanajuato, Conagua, la Secretaría del Medio Ambiente y los pobladores.  Heredamos muchos problemas de los gobiernos anteriores. Nos dejaron un desastre pero no queremos seguir responsabilizando. Ya no es tiempo para estar diagnosticando. Estamos optimistas, sacaremos adelante al país.  Instruimos a la Guardia Nacional para que forme una estrategia especial con la que haga frente al feminicidio.  También dimos a conocer que tenemos  muy avanzado el proyecto de Presupuesto de Egresos de la Federación para 2020. Lo presentaremos el 8 de septiembre.  Aclaramos que la austeridad es para que tengamos más recursos y podamos satisfacer las necesidades de la gente. Que no se confunda austeridad con dejar sin recursos lo fundamental, lo esencial porque mal interpretan y dicen que por esta política no habrá medicinas o protección a periodistas.  Reafirmamos que la recaudación de impuestos debe aplicarse de manera proporcional y por supuesto los que generan más ingresos deben pagar una mayor cantidad a la Hacienda Pública.   Anunciamos que este fin de semana nos dedicaremos a escribir el Primer Informe de Gobierno que presentaremos el 1 de septiembre.   Reiteramos que las autodefensas no tienen que ver con un auténtico Estado de Derecho. Fue un error promover estos grupos porque, en algunos casos, fueron auspiciados por el mismo gobierno.   Demuestran incapacidad del Estado para atender la demanda de seguridad. Es un incumplimiento y nosotros no fallaremos a nuestras responsabilidades legales.  Daremos respuesta a la solicitud de información que nos enviaron a través del Instituto de la Transparencia en la que nos  han planteado fundamentar nuestros dichos acerca de la felicidad de los mexicanos. Los sostendremos con base en una encuesta del Inegi.    "
2019-08-21,"    Hoy informamos sobre las acciones que Pemex, la Coordinación Nacional de Protección Civil y las Fuerzas Armadas en colaboración con otras instituciones, llevan a cabo para atender la fuga de gas en Acajete, Puebla, derivada de un intento de robo de combustible.  Agradecemos a los trabajadores del gobierno federal y a la población que atiende sus indicaciones. Hacemos un llamado a quienes cometen este delito y promueven las tomas clandestinas, a que tomen consciencia de que se trata de una actividad muy peligrosa que pone en riesgo la vida de mucha gente.   Los exhortamos a pensar en los demás, en sus semejantes y familias. Que no participen en estas actividades ilícitas, hay otras formas de obtener recursos. No queremos desgracias ni que haya pérdida de vidas humanas. También creemos en la readaptación.    Este mes hemos tenido dos hechos de este tipo que nos han llevado a actuar de emergencia y evacuar a la población. La fuga registrada el pasado 2 de agosto en Nextlalpan, Estado de México, donde fueron evacuadas cientos de familias, y los hechos de este martes en Acajete, Puebla.  Debemos prevenir estos casos; desplegamos cercos de vigilancia de la Guardia Nacional. Hemos podido reducir el robo de combustible de manera considerable. En comparación con el año pasado cuando se robaban hasta 81 mil barriles, ahora tenemos el reporte de que bajó a 5 mil. La reducción se mantiene estable y trabajamos para desaparecer por completo el robo.   Las Secretarías de la Defensa Nacional y de Marina tienen la encomienda de vigilar de manera permanente los ductos. Destacamos que ayer intervino el Ejército en un incendio registrado en una fábrica de Michoacán, aplicando el Plan DN-III-E. Diariamente trabaja el pueblo uniformado y tenemos que reconocerles su trabajo.     El titular de la CNPC, David León, explicó el proceso de identificación y mitigación de las fugas originadas por tomas clandestinas en coordinación con las unidades municipales de Protección Civil. Indicó que en las próximas horas concluirá en Michoacán y Puebla la liquidación de los remanentes de la fuga.   Aclaramos que no tenemos diálogo ni relación con integrantes de bandas del crimen organizado. En el Plan Nacional de Desarrollo buscamos proponer mecanismos para la paz en el país. Refrendamos que debemos avanzar eslabón por eslabón: atender las causas de la violencia; conformación de la Guardia Nacional y llevar a cabo la campaña de difusión contra las adicciones.   Planteamos un proceso de paz en el país escuchando a todos, principalmente a las víctimas. No promoveremos nada que signifique la autodefensa; no funciona y genera desorden. De acuerdo con la Constitución, es facultad del Estado garantizar la seguridad pública.   Solicitamos a todas las autoridades que no negocien, vendan o enajenen espacios deportivos para construir centros comerciales o unidades habitacionales. Es un asunto que se repetía y que tenemos que detener. La Cuarta Transformación es garantizar espacios para el deporte.    "
2019-08-20,"    Hoy informamos que existe una buena relación, confianza y cooperación con el sector privado. Nos apoyan e invierten para impulsar el crecimiento del país, aunque nuestro modelo no depende del todo de sus grandes capitales. Es importante que el Estado asuma su papel de promotor del desarrollo.  Nuestro plan se basa en la reactivación de la economía popular, captación de remesas, inversión de 300 mil millones de pesos en programas sociales, proyectos estratégicos como el del Istmo de Tehuantepec, el Tren Maya, el aeropuerto 'General Felipe Ángeles' en la Base Aérea de Santa Lucía; la construcción y rehabilitación de las refinerías; extracción de petróleo e impulso al sector energético, y fomento al comercio exterior.  Ayer nos reunimos con Carlos Salazar y Antonio del Valle, representantes de organizaciones empresariales que nos ayudan a solucionar el asunto de los gasoductos. Es importante que se revisen los contratos, que no se afecte la Hacienda pública y quienes los construyeron, obtengan utilidades justas.  Necesitamos contar con gas, un insumo fundamental para el desarrollo del país y la industria nacional. El ducto que se construyó en los años 80 para exportarlo a Estados Unidos, se adaptará para traerlo del norte al sur, sobre todo a la península de Yucatán, donde no hay suficiente energía eléctrica y es necesario para producirla.   Aclaramos que los servidores de la nación no tienen que ver con ningún partido político. Reiteramos que quienes hagan proselitismo pierden el trabajo y deben ser sancionados. No se puede actuar en favor de ningún partido político.   Seguiremos recorriendo el país. Son jornadas intensas, pero lo más importante es no desprenderse de la gente, estar en comunicación permanente, recoger sus sentimientos.  El que no escucha, el que no tiene comunicación con el pueblo, no es político.   Tenemos confianza en que pronto entregaremos cuentas y mejores resultados en materia de seguridad pública. Es nuestra asignatura pendiente. Estamos cuidando que no se violen derechos humanos. No se tolera ni se permite la tortura, se garantizan las libertades.   Nos hemos propuesto limpiar las policías, que en los municipios tengan elementos suficientes y que funcione bien la Guardia Nacional para reforzar la protección a los ciudadanos.  Hemos planteado a los gobernadores utilizar recursos de un fondo que se destina a la seguridad pública en los estados y queremos recomendarles que lo utilicen para la contratación de más elementos capacitados con garantía de sueldos y prestaciones justas.  Anunciamos que nos reuniremos con el nuevo embajador de Estados Unidos en México, Christopher Landau, a quien refrendaremos los lazos de cooperación, amistad, respeto y libre comercio. Le diremos que podamos evitar la confrontación y pediremos, a través de él, que no se fomente la xenofobia, que no se azuce para despertar maltrato y odio a los mexicanos.   Adelantamos que en la conmemoración de la Independencia de México el próximo 15 de septiembre, portaremos con orgullo la banda presidencial y celebraremos en un festival que reúna las culturas de todas las regiones del país.    "
2019-08-19,"    Hoy presentamos el reporte de marcas y precios de los combustibles. Estamos cumpliendo el compromiso de no aumentarlos. Informamos para mantener estables los costos de las gasolinas, el diésel y el gas. En el caso de la energía eléctrica, destacamos que no han incrementado las tarifas.  Adelantamos que sigue la negociación con las empresas que recibieron contratos para construir gasoductos. Es posible que esta semana lleguemos a un acuerdo porque aceptaron el diálogo y mostraron su disposición para la revisión de las condiciones que hemos considerado excesivas.  Reiteramos que la fuerza pública no se utilizará para reprimir las manifestaciones. El Estado ha dejado de ser el principal violador de los derechos humanos. Este no es un gobierno autoritario. Vamos a convencer, a persuadir, de que no se debe de usar la violencia. Seguiremos actuando con tolerancia. Prohibida la represión.  Hacemos un llamado a quienes se manifiestan a que lo hagan de manera responsable, sin violencia, sin afectar a los ciudadanos y que se cuide el patrimonio de todos los mexicanos.   Dejamos claro que en el diálogo circular con representantes de los medios de comunicación no hay periodistas o personajes “sembrados”, ni simulación o consigna. Nos comprometimos a ampliar la participación de todos los periodistas en la conferencia matutina.   El titular de la Procuraduría Federal del Consumidor (Profeco), Ricardo Sheffield, informó que del 8 al 14 de agosto la gasolina Magna más económica se vendió en Tabasco Costco Gas a 17.54 pesos por litro, y en Ecatepec, Estado de México, Servicios Energéticos de Tecámac la pone en venta a 21.49 pesos por litro.   La gasolina Premium al mayor costo la vende Orsan del Norte en San Pedro Garza García, Nuevo León en 21.99 pesos por litro. En Coatzacoalcos, Veracruz, la marca Autoservicios Petroleros y Comerciales del Golfo en Coatzacoalcos, Veracruz.   El diésel se vende a un costo mayor en Reforma Gasolinera de Hermosillo, Sonora, a 22.59 pesos el litro, y Combustibles y Lubricantes Oro Verde en Teapa, Tabasco, a 19.19 pesos el litro.   La Profeco ha atendido 361 quejas y realizado 260 verificaciones. Derivado de estas acciones, tres se negaron a someterse a inspección y en 16 se encontraron irregularidades; 190 se encontraban en orden. De las 3 mil 569 mangueras y bombas verificadas, 32 se inmovilizaron por no dar litros completos.    Sobre la venta de gas LP, informamos que Mucho Gas de Saltillo en Coahuila, lo vende a 10.80 pesos por litro, y en Central de Abastos Tehuacán de Santiago Miahuatlán, Puebla, se encuentra en 6.71 pesos por litro.   El gas estacionario lo vende Mucho Gas de Saltillo a 10.80 pesos en Coahuila, mientras Central de Abastos de Tehuacán en Santiago Miahuatlán, Puebla, lo ofrece en 6.71 pesos. En gas de cilindro a la venta por kilo, en La Paz, Baja California, Gas Menguc lo pone a la venta en 19 pesos con 80 centavos; en Tarímbaro, Michoacán, Servigas lo pone a la venta a un precio de 13.56 pesos.    "
2019-08-16,"   Hoy definimos las tres prioridades de la política de desarrollo del Gobierno de México: bienestar del pueblo, recuperación del sector energético y seguridad pública. Mantenemos nuestro compromiso con las víctimas de la violencia y de búsqueda de los jóvenes de Ayotzinapa.   Estos objetivos incluyen, por supuesto, optimizar los sectores de la salud y la educación. Queremos que la gente tenga apoyos, que mejoren su situación económica y condiciones de vida; mantener la soberanía nacional, no depender del extranjero.  El próximo año continuarán todos los ‘Programas Integrales de Bienestar’ de los que transparentaremos los censos con el objetivo de que nunca más se vuelvan a utilizar indebidamente los padrones.   Trabajamos a prisa para llevar Internet a las comunidades apartadas y que así puedan transferirse recursos directamente a las tarjetas de los beneficiarios.   Seguiremos invirtiendo en Pemex y en la Comisión Federal de Electricidad. Son empresas fundamentales de la nación que consolidaremos. Produciremos más petróleo, gasolinas y electricidad.   Ayer nos reunimos con las empresas que ganaron las licitaciones para construir la refinería Dos Bocas Paraíso, Tabasco. Les pedimos que cumplan con toda franqueza; platicamos sobre las malas experiencias con empresas y de los actos de corrupción. Estaremos pendientes supervisando la obra. Si cumplen, tendrán nuestro reconocimiento.   El Presupuesto de Egresos de la Federación 2020 tiene que elaborarse con base en los ingresos a la Hacienda pública, cortando de tajo la corrupción y a partir de un ejercicio austero del gobierno.   Tenemos el compromiso de fomentar el crecimiento, distribuir la riqueza y no aumentar impuestos, los precios de los combustibles ni la deuda pública.   La economía mexicana está bien. Aunque hay un entorno difícil, lo más importante es lo que se logra al consolidar lo interno. Ante las proyecciones de que la economía puede entrar en recesión, podemos decir que tenemos control de la inflación y sigue llegando la inversión extranjera; el peso está fuerte y las remesas crecieron como nunca. Todos esos factores tienen bajo control la economía.   La baja en la tasa de interés por parte del Banco de México representa un estímulo para invertir ya que es más rentable para la actividad productiva. Respetamos esta decisión de la institución autónoma.   Anunciamos que sí se construirá el Aeropuerto Internacional ‘General Felipe Ángeles’ en la Base Aérea Militar Santa Lucía. Los amparos interpuestos son un sabotaje legal pero no retrasarán las obras. Esperamos su pronta resolución.   Reiteramos que solicitaremos la extradición del responsable de los lamentables hechos en El Paso, Texas.    "
2019-08-15,"   Hoy informamos que en todas las escuelas públicas de nivel básico estarán listos los libros de texto para el inicio del ciclo escolar. Contamos con el apoyo de las secretarías de Marina y de la Defensa Nacional para completar la distribución. El proceso tiene un avance de entre el 80 y 87 por ciento.   En la Base Aérea Militar de Santa Lucía presenciaremos el traslado de los últimos libros que se entregarán a los diferentes estados de la República por vía aérea.   Se aseguró que no estaríamos a la altura de la demanda y demostramos que sí pudimos, por eso agradecemos a los servidores públicos de las secretarías de Hacienda y Crédito Público (SHCP) y de Educación Pública (SEP) que trabajaron diariamente.   En esta compra logramos ahorros considerables hasta por 466 millones de pesos, de acuerdo con el reporte de la SHCP.   La SEP produjo 178 millones de ejemplares y continúa en el último tramo del proceso de distribución de 176 millones de materiales. Dos millones de libros quedarán de reserva para resolver contingencias que pudieran presentarse como fenómenos climatológicos o migración interna.  El titular de la SEP, Esteban Moctezuma, explicó que actualizaron todos los libros y se les dio contenido regional. Fueron revisados por la Comisión Nacional de Libros de Texto Gratuitos (Conaliteg).   El de geografía de sexto grado tiene pasta dura para que lo reutilicen las siguientes generaciones, lo que creará conciencia cívica y permitirá ahorros. Se quedará en cada escuela, contiene un cuadernillo de trabajo y QR digital.  La Secretaría de Educación y la Conaliteg imprimieron para preescolar 15 millones de libros (4 títulos); 105 millones para primaria (74 títulos); 35 millones para secundaria (330 títulos); 10 millones para telesecundaria (27 títulos); 2 millones de libros para telebachillerato, 1.2 millones para población indígena, 7 millones de libros de inglés para preescolar y primaria, y 83 millones de libros braille y macrotipo.   Se utilizaron 77 mil toneladas de papel; el 40 por ciento es reciclado. Por ejemplo, el INE donó papel de las boletas electorales para reutilizarlo. Hacemos un llamado a todas las empresas para que nos apoyen de la misma manera.   Se han impreso 10 millones de ejemplares de la Cartilla Moral para que todos los maestros de México puedan tener uno como material de apoyo en las clases de ética y civismo.  Aclaramos que derivado de los cambios constitucionales, la Secretaría emitió lineamientos que están vigentes y no se iniciará el ciclo escolar con una reforma educativa a la mitad.   En materia de reconstrucción, informamos que recibimos mil 900 escuelas con daños, alrededor de 360 tenían daños mayores. Es necesario reestructurarlas o rehacerlas en algunos casos que se presentan irreparables.   El Instituto Nacional de la Infraestructura Física Educativa trabaja en su rehabilitación para terminar este mismo año. Ha avanzado mucho más en estos meses de gobierno, que en los dos años previos.  Reiteramos que a través del programa 'La Escuela es Nuestra' entregaremos de manera directa recursos a padres de familia, docentes y alumnos para el mejoramiento de escuelas.   Nos hemos propuesto fomentar la lectura y la educación para la salud a fin de prevenir el sobrepeso, la obesidad y adicciones.   Expresamos nuestro reconocimiento a los maestros y padres de familia porque han trabajado en favor de la educación en México.   Nuevamente convocamos a los dirigentes de los partidos políticos para que reduzcan sus prerrogativas.    "
2019-08-14,"    Hoy presentamos los avances en el cumplimiento del acuerdo alcanzado con Estados Unidos hace dos meses para contener el fenómeno migratorio con oportunidades. El Plan de Desarrollo Integral será evaluado en septiembre. Al día de hoy, 35 países, cinco agencias de cooperación y ocho organismos internacionales lo respaldan.   El secretario de Relaciones Exteriores, Marcelo Ebrard, dio a conocer los municipios de Honduras, El Salvador y Guatemala en los que se aplicarán los programas 'Sembrando Vida' y 'Jóvenes Construyendo el Futuro'.   Como parte de 'Sembrando Vida' se pagarán 250 dólares a 20 mil beneficiarios de El Salvador y 13 mil de Honduras. Los participantes se incorporarán progresivamente hasta diciembre.  A los ocho meses de implementación, es decir, en marzo de 2020 tendremos un reporte de los resultados.     El número de personas de El Salvador rescatadas por el INAMI este año, es de 14 mil 184. Mediante las acciones que impulsará la Agencia Mexicana de Cooperación Internacional para el Desarrollo, los 20 mil empleos que se crearán es una cifra superior a los retornos y rescates.   El programa 'Jóvenes Construyendo el Futuro' pagará 180 dólares a los inscritos en Honduras; tendrá una duración de ocho meses.  En el Mecanismo de Cooperación Migratoria participan Guatemala, Honduras, El Salvador, Cuba y Haití.   La Secretaría de Relaciones Exteriores destina 60 millones de pesos del Fondo Yucatán para mejorar la infraestructura de las estaciones migratorias.   Los hechos lamentables ocurridos en El Paso, Texas, son un acto de terrorismo. El odio no debe prevalecer en ningún lugar del mundo; la fraternidad debe reinar. Reiteramos que defenderemos a nuestros connacionales. La Fiscalía General de la República viajará a esa región para terminar de integrar la carpeta de investigación.   Sobre el Primer Informe de Gobierno, explicamos que, como corresponde, se entregará a la Cámara de Diputados y lo presentaremos en Palacio Nacional el 1 de septiembre. No se transmitirá en cadena nacional.   Conmemoraremos la Independencia de México fortaleciendo nuestras costumbres y tradiciones; habrá una exposición de las culturas del norte, centro, sur, sureste y todos los estados de la República.    "
2019-08-13,"    Hoy informamos sobre el proceso de construcción y fortalecimiento de la Guardia Nacional. Más de 56 mil elementos de este nuevo cuerpo de seguridad se encuentran desplegados en 150 coordinaciones territoriales de los 32 estados de la República.  La Ciudad de México, Chiapas, Chihuahua, Coahuila, Guanajuato, Guerrero, Hidalgo, Jalisco, el Estado de México, Michoacán, Nuevo León, Oaxaca, Puebla, Querétaro, Quintana Roo, Sonora, Tabasco, Tamaulipas, Veracruz y Zacatecas, son las entidades federativas donde se destinó el mayor número de efectivos.   El comandante de la Guardia, Luis Rodríguez Bucio, explicó que en lo que corresponde al reclutamiento de personal, la Secretaría de la Defensa Nacional ha captado a 11 mil 433 hombres y mujeres de una meta de 14 mil 833. La Secretaría de Marina a 3 mil 173 de 6 mil 337 efectivos. Las secretarías de Marina y de la Defensa Nacional acompañan el fortalecimiento de la Guardia Nacional con alrededor de cien mil elementos.   Diariamente un promedio de 180 aspirantes se someten a evaluaciones médicas y físicas, además de controles de confianza.   Los elementos ya inscritos toman un curso de integración que dura alrededor de siete semanas en el que se capacitan en materia de ética policial y cultura de la legalidad; proximidad social y vinculación con la ciudadanía; primeros auxilios; derechos humanos y uso de la fuerza; perspectiva de género; nociones de derecho penal y seguridad pública; defensa policial y acondicionamiento físico; armamento, prácticas de tiro y conducción de vehículos policiales, entre otras áreas.   Queremos que se multiplique el número de policías para fortalecer su presencia en los estados ante el déficit que actualmente presentan por el abandono que prevalecía.   Dimos a conocer que hay un fondo de alrededor de 10 mil millones de pesos destinado a la seguridad. Damos prioridad a que no falten fondos para la contratación de elementos.   Agradecemos a los legisladores de todos los partidos que nos ayudaron a constituir la Guardia Nacional, una institución es fundamental.   Recordamos que la portación de armas requiere de licencia particular y oficial para el caso de autoridades y personas físicas o morales emitida por la Sedena con previa acreditación de los requisitos que la ley exige.  Derivado de las campañas de canje de armas y desarme voluntario, se han recuperado 139 mil 276 armas.   El titular de la Secretaría de la Defensa Nacional, Luis Cresencio Sandoval, informó que las autoridades federales, estatales y municipales han asegurado un total de 193 mil 413. Están pendientes por tener bajo control un millón 679 mil armas.  Para resguardar al país del ingreso ilegal de estos artefactos, las Fuerzas Armadas mantienen un despliegue territorial de diez puestos militares estratégicos en Baja California, Baja California Sur, Sonora, Sinaloa, Chihuahua, Tamaulipas, Nuevo León y Veracruz, además de 12 puestos móviles y 37 regionales.   Celebramos que la política de bienestar se está desenvolviendo como nunca. El principal problema del país, la corrupción, está siendo enfrentado. Es un logro que ya no haya impunidad, que exista un auténtico Estado de Derecho.   "
2019-08-11,"    Hoy conmemoramos el Día Internacional de la Juventud informando sobre las acciones que llevamos a cabo para apoyar a los jóvenes. Iniciamos la semana celebrando el triunfo de los atletas mexicanos en los Juegos Panamericanos de Perú; fue una participación destacada que pone en alto el nombre de nuestro país y nos llena de orgullo. Existe un ánimo distinto, un nuevo ambiente; hay alegría y entusiasmo.  A partir del jueves de esta semana la Tesorería de la Federación comenzará la distribución de cheques por 240 mil pesos a cada uno de los deportistas y sus entrenadores. Las becas anuales provienen de la venta de la casa, que pertenecía a Zhenli Ye Gon, en la cuarta subasta del Instituto para Devolver al Pueblo lo Robado y 100 millones de pesos adicionales provenientes de un fondo dedicado al deporte.   Con la compra de cinco inmuebles en el Complejo Cultural Los Pinos, se reunió la suma de 125.8 millones de pesos; La Fundación Butaca Enlace pagó la suma de 102 millones de pesos por la mansión ubicada en Lomas de Chapultepec. Nos alcanzarán los recursos.  Los medallistas accederán a estímulos económicos adicionales: 40 mil pesos a los acreedores al oro, 35 mil pesos a los ganadores de plata y 25 mil pesos a los que lograron el bronce. Los recursos se entregarán en una sola exhibición para dar el ejemplo de que los mexicanos son responsables.   La titular de la Comisión Nacional de Cultura Física y Deporte (CONADE), Ana Gabriela Guevara, destacó que la participación de la delegación mexicana en Lima fue histórica al obtener 37 medallas de oro, 36 de plata y 63 de bronce.  La Conade contribuyó al desempeño con 323 apoyos en diferentes rubros como campamentos, concentraciones y material deportivo.   Presentamos los avances del programa ‘Jóvenes Construyendo el Futuro’. A ocho meses de su implementación, está presente en el 96% de los 2 mil 457 municipios del país con un total de 905 mil 647 jóvenes aprendices; 58 por ciento son mujeres (524 mil 128) y 42 por ciento (381 mil 539) son hombres. Se encuentran en proceso de inscripción jóvenes indígenas y 3 mil 808 tienen alguna discapacidad.   La mayoría de los inscritos acreditan como máximo nivel de escolaridad preparatoria, seguido de la secundaria, licenciatura, primaria, carrera técnica y posgrado.   En la iniciativa participan un total de 157 mil 321 centros de trabajo que comprenden actividades administrativas, agropecuaria; de cultura y deporte; de ventas y comercio; oficios y servicios; industrial, operativa y tecnológica; electricidad; profesionista, ciencia y tecnología. Alrededor de 181 mil 43 tutores forman parte de la iniciativa brindando capacitación.   Chiapas, Tabasco, Veracruz, México y Guerrero, son los estados con mayor vinculación a ‘Jóvenes Construyendo el Futuro’, mientras que Sonora, Aguascalientes, Nuevo León, Baja California Sur y Baja California.   El programa ha establecido alianzas estratégicas con organizaciones especializadas en jóvenes con adicciones, discapacidad o en situaciones de violencia.  Es importante subrayar que este programa significa una inversión, que no gasto, de 40 mil millones de pesos al año. Es posible ayudar a los jóvenes al no permitir la corrupción.  Como cada lunes, dimos a conocer el comparativo de marcas, precios y entidades en materia de la venta de combustibles y gas LP.   "
2019-08-09,"   En Durango, Durango, encabezamos la reunión del Gabinete de Seguridad y conmemoramos el Día Internacional de los Pueblos Indígenas. Por convicción decidimos atender, escuchar y respetar a todos pero darle preferencia a estas comunidades. Sostenemos como doctrina que por el bien de todos, primero los pobres.  Recibimos las propuestas y conclusiones derivadas de los 56 foros de consulta que el Instituto Nacional de los Pueblos Indígenas llevó a cabo en las últimas semanas; dos se realizaron con los pueblos afromexicano y migrante.   El propósito de estos encuentros era reflexionar sobre la transformación jurídica y política del país a fin de que se reconozca en la Constitución los derechos de las comunidades.   Se destacó la importancia del reconocimiento de la propiedad intelectual colectiva del patrimonio cultural, la medicina ancestral y la aportación de los afromexicanos a la composición de nuestra nación.  Dimos a conocer que, de acuerdo con estadísticas del Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública, en Durango todos los delitos registran una tendencia a la baja y no hay secuestros.   Esta entidad federativa se organizó en cuatro coordinaciones regionales en las que se encuentran distribuidos 7 mil 54 elementos de la Secretaría de la Defensa Nacional, la Guardia Nacional, la Fiscalía General de Justicia del estado y las policías Federal, Estatal y Municipal. Trabajamos de manera conjunta con el gobernador José Rosas Aispuro.  Dimos a conocer que los 39 municipios del estado están siendo atendidos con pensiones a adultos mayores y menores con discapacidad; los estudiantes de todos los niveles escolares acceden a becas.   Mujeres y hombres de 18 a 29 años que no estudiaban ni trabajaban, están inscritos en 'Jóvenes Construyendo el Futuro'. La actividad productiva se fortalece con 'Crédito Ganadero a la Palabra', 'Producción para el Bienestar' y precios de garantía a los productos básicos. Hemos instruido al titular de Sader, Víctor Villalobos, que acuda a Guadalupe Victoria a supervisar la entrega de apoyos.  Durango es el único estado del norte donde se aplica 'Sembrando Vida', lo que genera 20 mil empleos. Hemos prometido mejorar caminos rurales y hoy continuaremos los recorridos por hospitales del IMSS Bienestar.   En esta entidad recibirán recursos federales como nunca. Somos respetuosos del derecho a la manifestación pero los programas sociales ya no se distribuirán a través de intermediarios. Ofrecemos disculpas por las molestias que ocasiona el combate a la corrupción.  Construiremos el acueducto para que haya agua en La Laguna antes de que termine el sexenio. De todas las demandas, esa es la más necesaria y urgente porque está relacionada con la salud de los habitantes. Es una realidad la explotación de los mantos acuíferos y la contaminación; tenemos que garantizar que el agua sea pura, sin químicos.   Analizamos la posibilidad de ampliar el puerto de Mazatlán y la construcción de la vía del ferrocarril Durango-Mazatlán.  Anunciamos que el martes presentaremos el informe de las operaciones de la Guardia Nacional en todo el país. Lamentamos los hechos de violencia en Michoacán. No fomentaremos una guerra como se ha hecho anteriormente. Atenderemos las causas combatiendo la pobreza, creando empleos y atendiendo a los jóvenes.       "
